alg,time,number,length,source,dest
esx,7.4470038414001465,4,213965.387,Corso Magenta Milano,Via Po Torino
esx,7.870855093002319,5,223901.575,Corso Magenta Milano,Via Po Torino
esx,16.218984842300415,6,266365.919,Corso Magenta Milano,Via Po Torino
onepass_plus,27.51825714111328,3,165038.185,Corso Magenta Milano,Via Po Torino
onepass_plus,152.0676989555359,4,169095.119,Corso Magenta Milano,Via Po Torino
penalty,2.8648221492767334,0,162560.932,Corso Vercelli Milano,Via De Amicis Cuneo
onepass_plus,2.9270172119140625,0,162560.932,Corso Vercelli Milano,Via De Amicis Cuneo
esx,3.017613172531128,0,162560.932,Corso Vercelli Milano,Via De Amicis Cuneo
penalty,3.11368727684021,1,182581.625,Corso Vercelli Milano,Via De Amicis Cuneo
penalty,3.189765453338623,2,172846.526,Corso Vercelli Milano,Via De Amicis Cuneo
penalty,3.3095061779022217,3,178513.306,Corso Vercelli Milano,Via De Amicis Cuneo
penalty,3.3686554431915283,4,225873.732,Corso Vercelli Milano,Via De Amicis Cuneo
esx,3.4518659114837646,1,176300.012,Corso Vercelli Milano,Via De Amicis Cuneo
penalty,3.5471625328063965,5,207297.067,Corso Vercelli Milano,Via De Amicis Cuneo
penalty,3.689119338989258,6,211949.943,Corso Vercelli Milano,Via De Amicis Cuneo
esx,3.750002145767212,2,184336.499,Corso Vercelli Milano,Via De Amicis Cuneo
onepass_plus,3.8811612129211426,1,168675.903,Corso Vercelli Milano,Via De Amicis Cuneo
esx,4.059087514877319,3,193131.974,Corso Vercelli Milano,Via De Amicis Cuneo
esx,4.259029388427734,4,239194.647,Corso Vercelli Milano,Via De Amicis Cuneo
onepass_plus,4.379178285598755,2,169443.674,Corso Vercelli Milano,Via De Amicis Cuneo
esx,4.540365934371948,5,265988.678,Corso Vercelli Milano,Via De Amicis Cuneo
onepass_plus,4.717054843902588,3,169620.487,Corso Vercelli Milano,Via De Amicis Cuneo
esx,4.820521116256714,6,283034.096,Corso Vercelli Milano,Via De Amicis Cuneo
onepass_plus,5.915140151977539,4,171751.714,Corso Vercelli Milano,Via De Amicis Cuneo
onepass_plus,6.540644407272339,5,172827.307,Corso Vercelli Milano,Via De Amicis Cuneo
onepass_plus,7.627118110656738,6,176646.979,Corso Vercelli Milano,Via De Amicis Cuneo
onepass_plus,3.8866422176361084,0,175882.14,Corso Matteotti Torino,Via Balbi Genova
esx,3.9872188568115234,0,175882.14,Corso Matteotti Torino,Via Balbi Genova
penalty,4.024982929229736,0,175882.14,Corso Matteotti Torino,Via Balbi Genova
onepass_plus,4.067010879516602,1,176921.878,Corso Matteotti Torino,Via Balbi Genova
penalty,4.1145806312561035,1,176968.505,Corso Matteotti Torino,Via Balbi Genova
penalty,4.170794725418091,2,191452.968,Corso Matteotti Torino,Via Balbi Genova
penalty,4.213147401809692,3,187354.731,Corso Matteotti Torino,Via Balbi Genova
penalty,4.32778525352478,4,206201.027,Corso Matteotti Torino,Via Balbi Genova
penalty,4.4005467891693115,5,216397.119,Corso Matteotti Torino,Via Balbi Genova
penalty,4.460698127746582,6,202310.144,Corso Matteotti Torino,Via Balbi Genova
esx,4.559631586074829,1,177528.939,Corso Matteotti Torino,Via Balbi Genova
onepass_plus,4.948076009750366,2,179326.242,Corso Matteotti Torino,Via Balbi Genova
esx,5.317263126373291,2,212472.733,Corso Matteotti Torino,Via Balbi Genova
esx,5.822804689407349,3,217291.024,Corso Matteotti Torino,Via Balbi Genova
esx,6.243357419967651,4,220974.656,Corso Matteotti Torino,Via Balbi Genova
esx,7.385392904281616,5,273878.516,Corso Matteotti Torino,Via Balbi Genova
esx,9.108126401901245,6,301953.777,Corso Matteotti Torino,Via Balbi Genova
onepass_plus,20.704090118408203,3,184275.364,Corso Matteotti Torino,Via Balbi Genova
onepass_plus,56.85876655578613,4,185973.142,Corso Matteotti Torino,Via Balbi Genova
onepass_plus,2.826033115386963,0,85308.175,Viale Certosa Milano,Corso Dante Alessandria
esx,2.884920597076416,0,85308.175,Viale Certosa Milano,Corso Dante Alessandria
penalty,2.9312734603881836,0,85308.175,Viale Certosa Milano,Corso Dante Alessandria
penalty,2.97328519821167,1,88276.478,Viale Certosa Milano,Corso Dante Alessandria
penalty,3.006463050842285,2,95228.933,Viale Certosa Milano,Corso Dante Alessandria
esx,3.085766553878784,1,88494.98,Viale Certosa Milano,Corso Dante Alessandria
penalty,3.132573366165161,3,93441.719,Viale Certosa Milano,Corso Dante Alessandria
penalty,3.2208139896392822,4,114003.803,Viale Certosa Milano,Corso Dante Alessandria
penalty,3.265531539916992,5,104427.077,Viale Certosa Milano,Corso Dante Alessandria
onepass_plus,3.3101003170013428,1,87925.99,Viale Certosa Milano,Corso Dante Alessandria
penalty,3.3607966899871826,6,134207.438,Viale Certosa Milano,Corso Dante Alessandria
esx,3.42590594291687,2,101255.311,Viale Certosa Milano,Corso Dante Alessandria
onepass_plus,3.5438232421875,2,89420.664,Viale Certosa Milano,Corso Dante Alessandria
esx,3.7443087100982666,3,114010.689,Viale Certosa Milano,Corso Dante Alessandria
esx,4.0847718715667725,4,132917.526,Viale Certosa Milano,Corso Dante Alessandria
onepass_plus,4.278231859207153,3,95228.933,Viale Certosa Milano,Corso Dante Alessandria
esx,4.448786735534668,5,162333.881,Viale Certosa Milano,Corso Dante Alessandria
esx,4.712414026260376,6,189862.219,Viale Certosa Milano,Corso Dante Alessandria
onepass_plus,5.01033091545105,4,102971.4,Viale Certosa Milano,Corso Dante Alessandria
onepass_plus,6.171367406845093,5,107354.572,Viale Certosa Milano,Corso Dante Alessandria
onepass_plus,8.68215799331665,6,108978.877,Viale Certosa Milano,Corso Dante Alessandria
onepass_plus,2.1787753105163574,0,255145.978,Piazza Ducale Vigevano,Via Roma Imperia
esx,2.2221453189849854,0,255145.978,Piazza Ducale Vigevano,Via Roma Imperia
penalty,2.278768539428711,0,255145.978,Piazza Ducale Vigevano,Via Roma Imperia
penalty,2.3256094455718994,1,276457.776,Piazza Ducale Vigevano,Via Roma Imperia
penalty,2.373304843902588,2,291317.149,Piazza Ducale Vigevano,Via Roma Imperia
penalty,2.4117636680603027,3,284167.009,Piazza Ducale Vigevano,Via Roma Imperia
esx,2.4548611640930176,1,282774.177,Piazza Ducale Vigevano,Via Roma Imperia
penalty,2.5276777744293213,4,334614.385,Piazza Ducale Vigevano,Via Roma Imperia
penalty,2.568594455718994,5,321665.326,Piazza Ducale Vigevano,Via Roma Imperia
penalty,2.61372709274292,6,368962.307,Piazza Ducale Vigevano,Via Roma Imperia
esx,2.779710054397583,2,320228.195,Piazza Ducale Vigevano,Via Roma Imperia
esx,3.0108745098114014,3,340140.143,Piazza Ducale Vigevano,Via Roma Imperia
esx,3.2933051586151123,4,392133.727,Piazza Ducale Vigevano,Via Roma Imperia
esx,3.4998416900634766,5,412644.549,Piazza Ducale Vigevano,Via Roma Imperia
onepass_plus,3.8292953968048096,1,262911.29,Piazza Ducale Vigevano,Via Roma Imperia
esx,3.9653091430664062,6,477764.477,Piazza Ducale Vigevano,Via Roma Imperia
onepass_plus,7.308735370635986,2,275675.282,Piazza Ducale Vigevano,Via Roma Imperia
onepass_plus,7.570136070251465,3,275948.698,Piazza Ducale Vigevano,Via Roma Imperia
onepass_plus,12.223879098892212,4,285368.641,Piazza Ducale Vigevano,Via Roma Imperia
onepass_plus,14.555676221847534,5,286295.196,Piazza Ducale Vigevano,Via Roma Imperia
esx,3.1396565437316895,0,251777.163,Via Torino Milano,Via San Martino Savona
onepass_plus,3.1966824531555176,0,251777.163,Via Torino Milano,Via San Martino Savona
penalty,3.2336604595184326,0,251777.163,Via Torino Milano,Via San Martino Savona
penalty,3.3146464824676514,1,259948.003,Via Torino Milano,Via San Martino Savona
penalty,3.358283758163452,2,264783.753,Via Torino Milano,Via San Martino Savona
penalty,3.4079959392547607,3,276874.79,Via Torino Milano,Via San Martino Savona
penalty,3.471315383911133,4,296966.789,Via Torino Milano,Via San Martino Savona
penalty,3.604994297027588,5,285032.087,Via Torino Milano,Via San Martino Savona
esx,3.657818078994751,1,302153.997,Via Torino Milano,Via San Martino Savona
penalty,3.7011942863464355,6,283403.064,Via Torino Milano,Via San Martino Savona
esx,4.139355182647705,2,312006.974,Via Torino Milano,Via San Martino Savona
esx,4.506724119186401,3,317727.247,Via Torino Milano,Via San Martino Savona
onepass_plus,4.620739936828613,1,256047.603,Via Torino Milano,Via San Martino Savona
esx,5.020546197891235,4,355376.176,Via Torino Milano,Via San Martino Savona
esx,5.542713403701782,5,403778.207,Via Torino Milano,Via San Martino Savona
esx,6.244098663330078,6,491025.189,Via Torino Milano,Via San Martino Savona
onepass_plus,6.823025465011597,2,259850.993,Via Torino Milano,Via San Martino Savona
onepass_plus,29.70498275756836,3,272594.923,Via Torino Milano,Via San Martino Savona
onepass_plus,71.83579063415527,4,274687.802,Via Torino Milano,Via San Martino Savona
penalty,1.9174964427947998,0,140474.081,Piazza Garibaldi Lecco,Via Umberto I Vercelli
esx,2.166574239730835,0,140474.081,Piazza Garibaldi Lecco,Via Umberto I Vercelli
onepass_plus,2.335618019104004,0,140474.081,Piazza Garibaldi Lecco,Via Umberto I Vercelli
penalty,2.610175132751465,1,149329.112,Piazza Garibaldi Lecco,Via Umberto I Vercelli
esx,2.840273380279541,1,158368.197,Piazza Garibaldi Lecco,Via Umberto I Vercelli
penalty,3.179548978805542,2,147220.325,Piazza Garibaldi Lecco,Via Umberto I Vercelli
onepass_plus,3.403956413269043,1,143771.264,Piazza Garibaldi Lecco,Via Umberto I Vercelli
esx,3.631460428237915,2,163230.197,Piazza Garibaldi Lecco,Via Umberto I Vercelli
penalty,3.881016969680786,3,172299.42,Piazza Garibaldi Lecco,Via Umberto I Vercelli
penalty,4.074188709259033,4,173777.809,Piazza Garibaldi Lecco,Via Umberto I Vercelli
esx,4.216773271560669,3,183074.906,Piazza Garibaldi Lecco,Via Umberto I Vercelli
penalty,4.30902361869812,5,179266.236,Piazza Garibaldi Lecco,Via Umberto I Vercelli
penalty,4.614718675613403,6,175564.261,Piazza Garibaldi Lecco,Via Umberto I Vercelli
esx,4.75977897644043,4,205664.568,Piazza Garibaldi Lecco,Via Umberto I Vercelli
esx,5.57490873336792,5,237523.515,Piazza Garibaldi Lecco,Via Umberto I Vercelli
esx,6.286166191101074,6,281372.757,Piazza Garibaldi Lecco,Via Umberto I Vercelli
onepass_plus,15.372802019119263,2,149325.128,Piazza Garibaldi Lecco,Via Umberto I Vercelli
onepass_plus,97.2356116771698,3,155501.379,Piazza Garibaldi Lecco,Via Umberto I Vercelli
onepass_plus,3.9764163494110107,0,176014.81,Via Cernaia Torino,Via Orefici Genova
esx,4.044493198394775,0,176014.81,Via Cernaia Torino,Via Orefici Genova
penalty,4.179721832275391,0,176014.81,Via Cernaia Torino,Via Orefici Genova
penalty,4.241545915603638,1,177199.033,Via Cernaia Torino,Via Orefici Genova
penalty,4.291593074798584,2,193244.647,Via Cernaia Torino,Via Orefici Genova
penalty,4.341394662857056,3,186883.747,Via Cernaia Torino,Via Orefici Genova
onepass_plus,4.411456108093262,1,177054.548,Via Cernaia Torino,Via Orefici Genova
penalty,4.4666383266448975,4,207077.139,Via Cernaia Torino,Via Orefici Genova
esx,4.524604320526123,1,177724.492,Via Cernaia Torino,Via Orefici Genova
penalty,4.612428903579712,5,217437.795,Via Cernaia Torino,Via Orefici Genova
penalty,4.712598562240601,6,203875.558,Via Cernaia Torino,Via Orefici Genova
esx,5.156479120254517,2,212166.608,Via Cernaia Torino,Via Orefici Genova
esx,5.5768983364105225,3,216590.754,Via Cernaia Torino,Via Orefici Genova
esx,5.962535619735718,4,220388.781,Via Cernaia Torino,Via Orefici Genova
onepass_plus,6.212429761886597,2,179315.333,Via Cernaia Torino,Via Orefici Genova
esx,7.6253650188446045,5,301160.064,Via Cernaia Torino,Via Orefici Genova
esx,8.412740707397461,6,365007.716,Via Cernaia Torino,Via Orefici Genova
onepass_plus,33.24884104728699,3,184271.134,Via Cernaia Torino,Via Orefici Genova
onepass_plus,158.7196705341339,4,186365.872,Via Cernaia Torino,Via Orefici Genova
onepass_plus,3.0406289100646973,0,201469.188,Corso Sempione Milano,Via Festaz Aosta
esx,3.084291934967041,0,201469.188,Corso Sempione Milano,Via Festaz Aosta
penalty,3.1303272247314453,0,201469.188,Corso Sempione Milano,Via Festaz Aosta
penalty,3.2430121898651123,1,222792.038,Corso Sempione Milano,Via Festaz Aosta
penalty,3.2930755615234375,2,248186.065,Corso Sempione Milano,Via Festaz Aosta
penalty,3.3763749599456787,3,228687.986,Corso Sempione Milano,Via Festaz Aosta
esx,3.7425951957702637,1,222262.696,Corso Sempione Milano,Via Festaz Aosta
esx,4.712488412857056,2,272759.706,Corso Sempione Milano,Via Festaz Aosta
onepass_plus,5.072842359542847,1,207481.313,Corso Sempione Milano,Via Festaz Aosta
esx,5.756961822509766,3,405867.774,Corso Sempione Milano,Via Festaz Aosta
onepass_plus,16.410548448562622,2,228883.096,Corso Sempione Milano,Via Festaz Aosta
esx,5.728253126144409,0,248120.609,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
onepass_plus,5.810883283615112,0,248120.609,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
penalty,5.903716802597046,0,248120.609,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
penalty,5.998488426208496,1,260849.651,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
penalty,6.1441028118133545,2,256699.051,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
penalty,6.2322471141815186,3,257501.055,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
penalty,6.583495378494263,4,277235.388,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
penalty,6.765397310256958,5,284476.541,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
penalty,6.848938941955566,6,308673.76,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
esx,6.96899676322937,1,257385.173,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
esx,7.722080945968628,2,262199.845,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
esx,8.371329307556152,3,266697.71,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
esx,9.588881254196167,4,297443.872,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
esx,11.441829204559326,5,335741.815,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
esx,12.153177976608276,6,361764.959,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
onepass_plus,50.94322061538696,1,256252.289,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
onepass_plus,58.89257311820984,2,256664.843,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
onepass_plus,96.10259532928467,3,257662.628,Via Giuseppe Verdi Brescia,Corso Re Umberto Torino
onepass_plus,3.680593252182007,0,198076.61,Piazza Colombo Genova,Via Cairoli Monza
esx,3.887525796890259,0,198076.61,Piazza Colombo Genova,Via Cairoli Monza
penalty,4.0282533168792725,0,198076.61,Piazza Colombo Genova,Via Cairoli Monza
penalty,4.157123327255249,1,211132.836,Piazza Colombo Genova,Via Cairoli Monza
penalty,4.279750347137451,2,216769.858,Piazza Colombo Genova,Via Cairoli Monza
onepass_plus,4.339566707611084,1,208415.632,Piazza Colombo Genova,Via Cairoli Monza
penalty,4.417349815368652,3,225605.049,Piazza Colombo Genova,Via Cairoli Monza
esx,4.476125478744507,1,226518.419,Piazza Colombo Genova,Via Cairoli Monza
penalty,4.665515899658203,4,274791.585,Piazza Colombo Genova,Via Cairoli Monza
penalty,4.761587619781494,5,265714.95,Piazza Colombo Genova,Via Cairoli Monza
penalty,4.82248330116272,6,266845.881,Piazza Colombo Genova,Via Cairoli Monza
esx,5.166711807250977,2,263672.356,Piazza Colombo Genova,Via Cairoli Monza
onepass_plus,5.494172096252441,2,219374.198,Piazza Colombo Genova,Via Cairoli Monza
esx,5.690722227096558,3,334734.013,Piazza Colombo Genova,Via Cairoli Monza
esx,6.414853572845459,4,421633.913,Piazza Colombo Genova,Via Cairoli Monza
onepass_plus,7.0648252964019775,3,227110.714,Piazza Colombo Genova,Via Cairoli Monza
onepass_plus,72.88225555419922,4,228405.5,Piazza Colombo Genova,Via Cairoli Monza
onepass_plus,239.0299518108368,5,252993.608,Piazza Colombo Genova,Via Cairoli Monza
onepass_plus,239.45279240608215,6,266503.679,Piazza Colombo Genova,Via Cairoli Monza
onepass_plus,4.9542999267578125,0,158911.565,Corso XXII Marzo Milano,Via Maria Vittoria Torino
esx,5.040206432342529,0,158911.565,Corso XXII Marzo Milano,Via Maria Vittoria Torino
penalty,5.1539905071258545,0,158911.565,Corso XXII Marzo Milano,Via Maria Vittoria Torino
onepass_plus,5.2347517013549805,1,159368.044,Corso XXII Marzo Milano,Via Maria Vittoria Torino
penalty,5.314961671829224,1,159493.614,Corso XXII Marzo Milano,Via Maria Vittoria Torino
penalty,5.417922258377075,2,163650.327,Corso XXII Marzo Milano,Via Maria Vittoria Torino
esx,5.554604768753052,1,160679.486,Corso XXII Marzo Milano,Via Maria Vittoria Torino
penalty,5.632717609405518,3,174179.692,Corso XXII Marzo Milano,Via Maria Vittoria Torino
penalty,5.835830450057983,4,188542.803,Corso XXII Marzo Milano,Via Maria Vittoria Torino
penalty,5.891664743423462,5,175178.383,Corso XXII Marzo Milano,Via Maria Vittoria Torino
penalty,5.976278066635132,6,198938.523,Corso XXII Marzo Milano,Via Maria Vittoria Torino
esx,6.1805219650268555,2,171643.229,Corso XXII Marzo Milano,Via Maria Vittoria Torino
esx,6.607939004898071,3,183020.621,Corso XXII Marzo Milano,Via Maria Vittoria Torino
esx,7.301769971847534,4,257852.348,Corso XXII Marzo Milano,Via Maria Vittoria Torino
onepass_plus,7.726539373397827,2,162871.618,Corso XXII Marzo Milano,Via Maria Vittoria Torino
esx,8.24573278427124,5,274785.373,Corso XXII Marzo Milano,Via Maria Vittoria Torino
esx,8.814097881317139,6,315049.663,Corso XXII Marzo Milano,Via Maria Vittoria Torino
onepass_plus,170.9145474433899,3,169005.937,Corso XXII Marzo Milano,Via Maria Vittoria Torino
penalty,3.0104458332061768,0,158110.604,Corso Francia Torino,Lungomare Migliorini Finale Ligure
onepass_plus,3.0854077339172363,0,158110.604,Corso Francia Torino,Lungomare Migliorini Finale Ligure
esx,3.12898325920105,0,158110.604,Corso Francia Torino,Lungomare Migliorini Finale Ligure
penalty,3.1941652297973633,1,179009.913,Corso Francia Torino,Lungomare Migliorini Finale Ligure
penalty,3.2736122608184814,2,167973.015,Corso Francia Torino,Lungomare Migliorini Finale Ligure
penalty,3.32733154296875,3,177768.578,Corso Francia Torino,Lungomare Migliorini Finale Ligure
penalty,3.407797336578369,4,186689.502,Corso Francia Torino,Lungomare Migliorini Finale Ligure
penalty,3.498713254928589,5,198005.033,Corso Francia Torino,Lungomare Migliorini Finale Ligure
penalty,3.5870981216430664,6,197602.365,Corso Francia Torino,Lungomare Migliorini Finale Ligure
esx,3.8476083278656006,1,179428.142,Corso Francia Torino,Lungomare Migliorini Finale Ligure
esx,4.3554089069366455,2,202094.19,Corso Francia Torino,Lungomare Migliorini Finale Ligure
esx,5.2042646408081055,3,226391.055,Corso Francia Torino,Lungomare Migliorini Finale Ligure
onepass_plus,5.5404253005981445,1,162527.411,Corso Francia Torino,Lungomare Migliorini Finale Ligure
esx,5.744808197021484,4,247655.186,Corso Francia Torino,Lungomare Migliorini Finale Ligure
esx,6.486195802688599,5,274515.471,Corso Francia Torino,Lungomare Migliorini Finale Ligure
esx,6.899912118911743,6,287853.72,Corso Francia Torino,Lungomare Migliorini Finale Ligure
onepass_plus,10.135875463485718,2,167102.767,Corso Francia Torino,Lungomare Migliorini Finale Ligure
onepass_plus,43.75678849220276,3,170736.163,Corso Francia Torino,Lungomare Migliorini Finale Ligure
onepass_plus,83.93794322013855,4,171610.38,Corso Francia Torino,Lungomare Migliorini Finale Ligure
onepass_plus,3.812007427215576,0,277184.911,Piazza Statuto Torino,Via Chiodo La Spezia
esx,3.8774402141571045,0,277184.911,Piazza Statuto Torino,Via Chiodo La Spezia
penalty,3.921018362045288,0,277184.911,Piazza Statuto Torino,Via Chiodo La Spezia
penalty,3.957723617553711,1,281329.353,Piazza Statuto Torino,Via Chiodo La Spezia
penalty,4.010056495666504,2,289783.616,Piazza Statuto Torino,Via Chiodo La Spezia
penalty,4.04859733581543,3,297723.6,Piazza Statuto Torino,Via Chiodo La Spezia
penalty,4.085042715072632,4,313464.213,Piazza Statuto Torino,Via Chiodo La Spezia
penalty,4.133237838745117,5,321805.726,Piazza Statuto Torino,Via Chiodo La Spezia
penalty,4.196775913238525,6,336061.635,Piazza Statuto Torino,Via Chiodo La Spezia
esx,4.404878854751587,1,310412.315,Piazza Statuto Torino,Via Chiodo La Spezia
onepass_plus,4.737250566482544,1,280617.382,Piazza Statuto Torino,Via Chiodo La Spezia
esx,5.314732313156128,2,367407.675,Piazza Statuto Torino,Via Chiodo La Spezia
esx,5.749888896942139,3,400686.583,Piazza Statuto Torino,Via Chiodo La Spezia
esx,6.695805072784424,4,428287.309,Piazza Statuto Torino,Via Chiodo La Spezia
esx,7.151873350143433,5,448193.275,Piazza Statuto Torino,Via Chiodo La Spezia
esx,7.936068296432495,6,582688.342,Piazza Statuto Torino,Via Chiodo La Spezia
onepass_plus,135.20909976959229,2,289431.4,Piazza Statuto Torino,Via Chiodo La Spezia
onepass_plus,3.478442430496216,0,165492.341,Corso Buenos Aires Milano,Via Andrea Doria Genova
penalty,3.5649900436401367,0,165492.341,Corso Buenos Aires Milano,Via Andrea Doria Genova
esx,3.595301866531372,0,165492.341,Corso Buenos Aires Milano,Via Andrea Doria Genova
penalty,3.6410088539123535,1,180878.761,Corso Buenos Aires Milano,Via Andrea Doria Genova
penalty,3.696063756942749,2,199036.03,Corso Buenos Aires Milano,Via Andrea Doria Genova
penalty,3.9433858394622803,3,227008.924,Corso Buenos Aires Milano,Via Andrea Doria Genova
penalty,4.091787576675415,4,210433.938,Corso Buenos Aires Milano,Via Andrea Doria Genova
esx,4.1670002937316895,1,179833.265,Corso Buenos Aires Milano,Via Andrea Doria Genova
onepass_plus,4.266011714935303,1,177732.786,Corso Buenos Aires Milano,Via Andrea Doria Genova
esx,4.622060060501099,2,190939.403,Corso Buenos Aires Milano,Via Andrea Doria Genova
onepass_plus,4.793706893920898,2,184169.603,Corso Buenos Aires Milano,Via Andrea Doria Genova
esx,4.996068239212036,3,231977.84,Corso Buenos Aires Milano,Via Andrea Doria Genova
onepass_plus,5.135045766830444,3,186542.085,Corso Buenos Aires Milano,Via Andrea Doria Genova
esx,5.431515455245972,4,263471.892,Corso Buenos Aires Milano,Via Andrea Doria Genova
onepass_plus,5.667737245559692,4,190063.127,Corso Buenos Aires Milano,Via Andrea Doria Genova
esx,6.114343881607056,5,374166.554,Corso Buenos Aires Milano,Via Andrea Doria Genova
onepass_plus,6.537748575210571,5,194424.782,Corso Buenos Aires Milano,Via Andrea Doria Genova
onepass_plus,8.499157428741455,6,203503.408,Corso Buenos Aires Milano,Via Andrea Doria Genova
onepass_plus,5.388169050216675,0,205784.355,Via Roma Bergamo,Corso Galileo Ferraris Torino
esx,5.438385248184204,0,205784.355,Via Roma Bergamo,Corso Galileo Ferraris Torino
penalty,5.485782146453857,0,205784.355,Via Roma Bergamo,Corso Galileo Ferraris Torino
penalty,5.585817575454712,1,214629.761,Via Roma Bergamo,Corso Galileo Ferraris Torino
penalty,5.661540508270264,2,211740.343,Via Roma Bergamo,Corso Galileo Ferraris Torino
penalty,5.7415611743927,3,214259.206,Via Roma Bergamo,Corso Galileo Ferraris Torino
penalty,5.946558237075806,4,229639.522,Via Roma Bergamo,Corso Galileo Ferraris Torino
penalty,6.094906330108643,5,258698.404,Via Roma Bergamo,Corso Galileo Ferraris Torino
penalty,6.286725044250488,6,253444.054,Via Roma Bergamo,Corso Galileo Ferraris Torino
esx,6.440855026245117,1,215452.448,Via Roma Bergamo,Corso Galileo Ferraris Torino
esx,7.293497800827026,2,230319.708,Via Roma Bergamo,Corso Galileo Ferraris Torino
esx,7.9484570026397705,3,235576.544,Via Roma Bergamo,Corso Galileo Ferraris Torino
esx,8.751850605010986,4,254878.579,Via Roma Bergamo,Corso Galileo Ferraris Torino
esx,9.263503789901733,5,259872.655,Via Roma Bergamo,Corso Galileo Ferraris Torino
onepass_plus,9.319830656051636,1,210320.693,Via Roma Bergamo,Corso Galileo Ferraris Torino
esx,10.649490118026733,6,268176.493,Via Roma Bergamo,Corso Galileo Ferraris Torino
onepass_plus,16.433837413787842,2,211018.083,Via Roma Bergamo,Corso Galileo Ferraris Torino
onepass_plus,1.5182456970214844,0,46799.648,Piazza Fontane Marose Genova,Via Pietro Paleocapa Savona
esx,1.5835137367248535,0,46799.648,Piazza Fontane Marose Genova,Via Pietro Paleocapa Savona
penalty,1.6624674797058105,0,46799.648,Piazza Fontane Marose Genova,Via Pietro Paleocapa Savona
esx,1.7199711799621582,1,99108.549,Piazza Fontane Marose Genova,Via Pietro Paleocapa Savona
onepass_plus,1.9495904445648193,1,99108.549,Piazza Fontane Marose Genova,Via Pietro Paleocapa Savona
esx,2.888573408126831,0,226080.546,Via Dante Como,Via Roma Alba
onepass_plus,2.984842300415039,0,226080.546,Via Dante Como,Via Roma Alba
penalty,3.061105251312256,0,226080.546,Via Dante Como,Via Roma Alba
penalty,3.2734038829803467,1,243585.94,Via Dante Como,Via Roma Alba
esx,3.3262035846710205,1,240255.7,Via Dante Como,Via Roma Alba
penalty,3.4316043853759766,2,241171.908,Via Dante Como,Via Roma Alba
penalty,3.5466580390930176,3,262423.325,Via Dante Como,Via Roma Alba
penalty,3.7022488117218018,4,258948.973,Via Dante Como,Via Roma Alba
esx,3.8049769401550293,2,259364.362,Via Dante Como,Via Roma Alba
penalty,3.887178659439087,5,272748.141,Via Dante Como,Via Roma Alba
penalty,4.138592481613159,6,259294.158,Via Dante Como,Via Roma Alba
esx,4.232503175735474,3,264584.893,Via Dante Como,Via Roma Alba
esx,4.508134365081787,4,268569.698,Via Dante Como,Via Roma Alba
onepass_plus,4.898179769515991,1,230352.112,Via Dante Como,Via Roma Alba
esx,5.189253568649292,5,321209.343,Via Dante Como,Via Roma Alba
esx,5.470905303955078,6,350046.091,Via Dante Como,Via Roma Alba
onepass_plus,121.16074204444885,2,237525.464,Via Dante Como,Via Roma Alba
onepass_plus,290.9589400291443,3,239830.598,Via Dante Como,Via Roma Alba
esx,4.650668382644653,0,157646.578,Via Accademia Albertina Torino,Corso Europa Milano
onepass_plus,4.697787046432495,0,157646.578,Via Accademia Albertina Torino,Corso Europa Milano
penalty,4.749222040176392,0,157646.578,Via Accademia Albertina Torino,Corso Europa Milano
penalty,4.801700592041016,1,162055.62,Via Accademia Albertina Torino,Corso Europa Milano
penalty,4.889152526855469,2,181727.132,Via Accademia Albertina Torino,Corso Europa Milano
penalty,4.944514989852905,3,177070.744,Via Accademia Albertina Torino,Corso Europa Milano
penalty,4.996891260147095,4,174971.943,Via Accademia Albertina Torino,Corso Europa Milano
penalty,5.121031761169434,5,173025.169,Via Accademia Albertina Torino,Corso Europa Milano
penalty,5.184655427932739,6,207267.79,Via Accademia Albertina Torino,Corso Europa Milano
esx,5.4779486656188965,1,178609.524,Via Accademia Albertina Torino,Corso Europa Milano
onepass_plus,5.608439683914185,1,161247.055,Via Accademia Albertina Torino,Corso Europa Milano
esx,6.203291654586792,2,179256.411,Via Accademia Albertina Torino,Corso Europa Milano
esx,7.1697471141815186,3,204311.697,Via Accademia Albertina Torino,Corso Europa Milano
esx,7.68192720413208,4,223934.059,Via Accademia Albertina Torino,Corso Europa Milano
esx,8.932996273040771,5,265978.024,Via Accademia Albertina Torino,Corso Europa Milano
