alg,time,number,length,source,dest
penalty,6.224911212921143,6,199340.08,Via Borgospesso Milano,Via Po Torino
esx,6.653756856918335,2,168167.99,Via Borgospesso Milano,Via Po Torino
esx,7.120977878570557,3,174180.232,Via Borgospesso Milano,Via Po Torino
esx,7.601171970367432,4,200220.631,Via Borgospesso Milano,Via Po Torino
esx,8.374175548553467,5,208975.021,Via Borgospesso Milano,Via Po Torino
onepass_plus,8.902630090713501,2,161386.545,Via Borgospesso Milano,Via Po Torino
esx,9.41859245300293,6,236048.047,Via Borgospesso Milano,Via Po Torino
onepass_plus,56.216368198394775,3,167011.109,Via Borgospesso Milano,Via Po Torino
onepass_plus,3.583646774291992,0,197677.065,Corso IV Novembre Torino,Lungomare Bettolo Recco
penalty,3.6190900802612305,0,197677.065,Corso IV Novembre Torino,Lungomare Bettolo Recco
esx,3.6626040935516357,0,197677.065,Corso IV Novembre Torino,Lungomare Bettolo Recco
penalty,3.7105023860931396,1,198690.574,Corso IV Novembre Torino,Lungomare Bettolo Recco
penalty,3.7576828002929688,2,209872.099,Corso IV Novembre Torino,Lungomare Bettolo Recco
penalty,3.804546356201172,3,208327.763,Corso IV Novembre Torino,Lungomare Bettolo Recco
onepass_plus,3.8480610847473145,1,198581.166,Corso IV Novembre Torino,Lungomare Bettolo Recco
penalty,3.8901944160461426,4,210597.628,Corso IV Novembre Torino,Lungomare Bettolo Recco
penalty,4.0064496994018555,5,212484.475,Corso IV Novembre Torino,Lungomare Bettolo Recco
penalty,4.039946556091309,6,220574.812,Corso IV Novembre Torino,Lungomare Bettolo Recco
esx,4.136516809463501,1,203041.569,Corso IV Novembre Torino,Lungomare Bettolo Recco
esx,4.746575117111206,2,254999.62,Corso IV Novembre Torino,Lungomare Bettolo Recco
esx,5.397890329360962,3,279190.986,Corso IV Novembre Torino,Lungomare Bettolo Recco
esx,5.862140893936157,4,313065.374,Corso IV Novembre Torino,Lungomare Bettolo Recco
esx,6.828519105911255,5,382606.513,Corso IV Novembre Torino,Lungomare Bettolo Recco
onepass_plus,6.958688497543335,2,201967.09,Corso IV Novembre Torino,Lungomare Bettolo Recco
esx,7.840900182723999,6,433698.57,Corso IV Novembre Torino,Lungomare Bettolo Recco
onepass_plus,3.0660417079925537,0,163225.985,Via Spadari Milano,Via Cavour Cuneo
penalty,3.152750253677368,0,163225.985,Via Spadari Milano,Via Cavour Cuneo
esx,3.2239603996276855,0,163225.985,Via Spadari Milano,Via Cavour Cuneo
penalty,3.279764413833618,1,180485.281,Via Spadari Milano,Via Cavour Cuneo
penalty,3.3584935665130615,2,171674.11,Via Spadari Milano,Via Cavour Cuneo
penalty,3.4098429679870605,3,180667.068,Via Spadari Milano,Via Cavour Cuneo
penalty,3.5364761352539062,4,226815.032,Via Spadari Milano,Via Cavour Cuneo
penalty,3.613111972808838,5,196785.192,Via Spadari Milano,Via Cavour Cuneo
esx,3.668959617614746,1,177027.872,Via Spadari Milano,Via Cavour Cuneo
penalty,3.740631580352783,6,190307.319,Via Spadari Milano,Via Cavour Cuneo
esx,3.971874237060547,2,227597.129,Via Spadari Milano,Via Cavour Cuneo
esx,4.372828006744385,3,264122.093,Via Spadari Milano,Via Cavour Cuneo
onepass_plus,4.46806001663208,1,169849.276,Via Spadari Milano,Via Cavour Cuneo
esx,4.816838026046753,4,295907.92,Via Spadari Milano,Via Cavour Cuneo
onepass_plus,4.876987457275391,2,170425.559,Via Spadari Milano,Via Cavour Cuneo
esx,5.250000238418579,5,302787.423,Via Spadari Milano,Via Cavour Cuneo
esx,5.610677719116211,6,324874.632,Via Spadari Milano,Via Cavour Cuneo
onepass_plus,5.718528985977173,3,170807.314,Via Spadari Milano,Via Cavour Cuneo
onepass_plus,7.838172912597656,4,176809.616,Via Spadari Milano,Via Cavour Cuneo
penalty,2.5824596881866455,0,129067.284,Via Santa Marta Milano,Via Martiri della Libertà Asti
esx,2.713000774383545,0,129067.284,Via Santa Marta Milano,Via Martiri della Libertà Asti
onepass_plus,2.84138560295105,0,129067.284,Via Santa Marta Milano,Via Martiri della Libertà Asti
penalty,2.976412534713745,1,136293.205,Via Santa Marta Milano,Via Martiri della Libertà Asti
penalty,3.168954372406006,2,133989.685,Via Santa Marta Milano,Via Martiri della Libertà Asti
esx,3.3375344276428223,1,146079.6,Via Santa Marta Milano,Via Martiri della Libertà Asti
onepass_plus,3.5079851150512695,1,133975.239,Via Santa Marta Milano,Via Martiri della Libertà Asti
penalty,3.624345302581787,3,139302.583,Via Santa Marta Milano,Via Martiri della Libertà Asti
penalty,3.8128530979156494,4,153471.904,Via Santa Marta Milano,Via Martiri della Libertà Asti
esx,3.91597318649292,2,162142.574,Via Santa Marta Milano,Via Martiri della Libertà Asti
onepass_plus,4.037735939025879,2,134560.139,Via Santa Marta Milano,Via Martiri della Libertà Asti
penalty,4.179681062698364,5,175547.317,Via Santa Marta Milano,Via Martiri della Libertà Asti
esx,4.248951435089111,3,176127.068,Via Santa Marta Milano,Via Martiri della Libertà Asti
penalty,4.35385274887085,6,193955.276,Via Santa Marta Milano,Via Martiri della Libertà Asti
onepass_plus,4.587395906448364,3,136178.167,Via Santa Marta Milano,Via Martiri della Libertà Asti
onepass_plus,4.843292713165283,4,136293.205,Via Santa Marta Milano,Via Martiri della Libertà Asti
esx,4.966283559799194,4,204847.75,Via Santa Marta Milano,Via Martiri della Libertà Asti
esx,5.559839487075806,5,247047.046,Via Santa Marta Milano,Via Martiri della Libertà Asti
esx,6.291391372680664,6,426059.564,Via Santa Marta Milano,Via Martiri della Libertà Asti
onepass_plus,8.320161581039429,5,153156.015,Via Santa Marta Milano,Via Martiri della Libertà Asti
onepass_plus,10.427455186843872,6,155029.746,Via Santa Marta Milano,Via Martiri della Libertà Asti
esx,3.906879186630249,0,174915.568,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
onepass_plus,3.953313112258911,0,174915.568,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
penalty,3.991004228591919,0,174915.568,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
penalty,4.061372756958008,1,176029.369,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
penalty,4.141047477722168,2,192372.391,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
onepass_plus,4.224885702133179,1,175963.931,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
penalty,4.351422309875488,3,186375.648,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
esx,4.4524054527282715,1,183502.643,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
penalty,4.567095518112183,4,205528.159,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
penalty,4.720443964004517,5,217398.373,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
penalty,4.769548416137695,6,201441.061,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
esx,5.193035840988159,2,193945.211,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
onepass_plus,5.4054319858551025,2,178216.091,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
esx,5.897878646850586,3,241541.152,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
esx,6.603369951248169,4,266291.13,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
esx,7.461275100708008,5,289919.903,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
esx,8.028581619262695,6,314264.011,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
onepass_plus,20.84482741355896,3,183255.261,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
onepass_plus,178.3058886528015,4,185708.803,Piazza Carlo Emanuele II Torino,Via XX Settembre Genova
penalty,2.5017340183258057,0,99910.066,Via Lupetta Milano,Via Cavour Alessandria
esx,2.5543508529663086,0,99910.066,Via Lupetta Milano,Via Cavour Alessandria
onepass_plus,2.597104072570801,0,99910.066,Via Lupetta Milano,Via Cavour Alessandria
penalty,2.6436831951141357,1,106674.847,Via Lupetta Milano,Via Cavour Alessandria
penalty,2.70442795753479,2,107646.754,Via Lupetta Milano,Via Cavour Alessandria
penalty,2.7558133602142334,3,104288.744,Via Lupetta Milano,Via Cavour Alessandria
onepass_plus,2.8129491806030273,1,101732.679,Via Lupetta Milano,Via Cavour Alessandria
penalty,2.859840154647827,4,121278.134,Via Lupetta Milano,Via Cavour Alessandria
esx,2.9146671295166016,1,106592.409,Via Lupetta Milano,Via Cavour Alessandria
penalty,3.0540130138397217,5,127865.407,Via Lupetta Milano,Via Cavour Alessandria
penalty,3.2210142612457275,6,116804.714,Via Lupetta Milano,Via Cavour Alessandria
esx,3.2839810848236084,2,106757.223,Via Lupetta Milano,Via Cavour Alessandria
onepass_plus,3.725565195083618,2,104269.898,Via Lupetta Milano,Via Cavour Alessandria
esx,3.8798677921295166,3,139055.396,Via Lupetta Milano,Via Cavour Alessandria
esx,4.102599859237671,4,151381.45,Via Lupetta Milano,Via Cavour Alessandria
onepass_plus,4.310526132583618,3,105308.672,Via Lupetta Milano,Via Cavour Alessandria
esx,4.4465203285217285,5,159465.945,Via Lupetta Milano,Via Cavour Alessandria
esx,5.175838232040405,6,207245.219,Via Lupetta Milano,Via Cavour Alessandria
onepass_plus,5.813019514083862,4,106577.837,Via Lupetta Milano,Via Cavour Alessandria
penalty,3.1276116371154785,0,175532.931,Corso Marconi Torino,Via San Martino Savona
onepass_plus,3.187739372253418,0,175532.931,Corso Marconi Torino,Via San Martino Savona
esx,3.3312244415283203,0,175532.931,Corso Marconi Torino,Via San Martino Savona
penalty,3.4110500812530518,1,184905.162,Corso Marconi Torino,Via San Martino Savona
penalty,3.466689109802246,2,193161.861,Corso Marconi Torino,Via San Martino Savona
penalty,3.512212038040161,3,206456.423,Corso Marconi Torino,Via San Martino Savona
penalty,3.597057580947876,4,216659.413,Corso Marconi Torino,Via San Martino Savona
penalty,3.6815004348754883,5,210494.008,Corso Marconi Torino,Via San Martino Savona
penalty,3.7266368865966797,6,195184.961,Corso Marconi Torino,Via San Martino Savona
esx,3.8533661365509033,1,196245.161,Corso Marconi Torino,Via San Martino Savona
esx,4.260145425796509,2,206968.985,Corso Marconi Torino,Via San Martino Savona
esx,4.622401475906372,3,245204.309,Corso Marconi Torino,Via San Martino Savona
onepass_plus,4.706677436828613,1,181650.837,Corso Marconi Torino,Via San Martino Savona
esx,5.2518088817596436,4,320904.679,Corso Marconi Torino,Via San Martino Savona
esx,5.610252380371094,5,326609.654,Corso Marconi Torino,Via San Martino Savona
onepass_plus,7.017863035202026,2,184524.354,Corso Marconi Torino,Via San Martino Savona
esx,7.228305816650391,6,370103.605,Corso Marconi Torino,Via San Martino Savona
onepass_plus,60.422905683517456,3,189467.42,Corso Marconi Torino,Via San Martino Savona
onepass_plus,167.90611100196838,4,190524.251,Corso Marconi Torino,Via San Martino Savona
esx,2.6159863471984863,0,202210.797,Via Croce Rossa Milano,Via Roma Aosta
penalty,2.6930296421051025,0,202210.797,Via Croce Rossa Milano,Via Roma Aosta
onepass_plus,2.7409348487854004,0,202210.797,Via Croce Rossa Milano,Via Roma Aosta
penalty,2.8553128242492676,1,225952.956,Via Croce Rossa Milano,Via Roma Aosta
penalty,2.9173598289489746,2,248369.035,Via Croce Rossa Milano,Via Roma Aosta
esx,3.0927622318267822,1,221746.887,Via Croce Rossa Milano,Via Roma Aosta
penalty,3.1779561042785645,3,244112.941,Via Croce Rossa Milano,Via Roma Aosta
esx,4.136486530303955,2,273329.44,Via Croce Rossa Milano,Via Roma Aosta
onepass_plus,4.442619800567627,1,205946.85,Via Croce Rossa Milano,Via Roma Aosta
esx,5.165079593658447,3,342650.863,Via Croce Rossa Milano,Via Roma Aosta
penalty,3.3797314167022705,0,279600.347,Corso Novara Torino,Via XX Settembre La Spezia
onepass_plus,3.4228084087371826,0,279600.347,Corso Novara Torino,Via XX Settembre La Spezia
esx,3.4538962841033936,0,279600.347,Corso Novara Torino,Via XX Settembre La Spezia
penalty,3.4782371520996094,1,283131.2,Corso Novara Torino,Via XX Settembre La Spezia
penalty,3.5342631340026855,2,292187.267,Corso Novara Torino,Via XX Settembre La Spezia
penalty,3.5975379943847656,3,312449.248,Corso Novara Torino,Via XX Settembre La Spezia
penalty,3.6565182209014893,4,323252.446,Corso Novara Torino,Via XX Settembre La Spezia
onepass_plus,3.7039952278137207,1,283032.818,Corso Novara Torino,Via XX Settembre La Spezia
penalty,3.7442502975463867,5,340527.697,Corso Novara Torino,Via XX Settembre La Spezia
penalty,3.806936502456665,6,333091.392,Corso Novara Torino,Via XX Settembre La Spezia
esx,4.076420068740845,1,299686.741,Corso Novara Torino,Via XX Settembre La Spezia
esx,4.617702960968018,2,313305.169,Corso Novara Torino,Via XX Settembre La Spezia
esx,5.1154351234436035,3,347403.93,Corso Novara Torino,Via XX Settembre La Spezia
esx,6.2097320556640625,4,399131.353,Corso Novara Torino,Via XX Settembre La Spezia
esx,6.6304168701171875,5,424999.215,Corso Novara Torino,Via XX Settembre La Spezia
esx,7.379916429519653,6,447934.773,Corso Novara Torino,Via XX Settembre La Spezia
onepass_plus,54.85890173912048,2,291241.698,Corso Novara Torino,Via XX Settembre La Spezia
penalty,3.7881269454956055,0,291269.983,Via dei Giardini Milano,Via Roma Sanremo
esx,3.8219478130340576,0,291269.983,Via dei Giardini Milano,Via Roma Sanremo
onepass_plus,3.8877837657928467,0,291269.983,Via dei Giardini Milano,Via Roma Sanremo
penalty,4.048448324203491,1,300020.166,Via dei Giardini Milano,Via Roma Sanremo
penalty,4.1347222328186035,2,312449.451,Via dei Giardini Milano,Via Roma Sanremo
esx,4.1879494190216064,1,320808.014,Via dei Giardini Milano,Via Roma Sanremo
penalty,4.285749673843384,3,320277.273,Via dei Giardini Milano,Via Roma Sanremo
penalty,4.359072685241699,4,324462.919,Via dei Giardini Milano,Via Roma Sanremo
penalty,4.401948690414429,5,369894.777,Via dei Giardini Milano,Via Roma Sanremo
penalty,4.482895135879517,6,337708.452,Via dei Giardini Milano,Via Roma Sanremo
esx,4.745320558547974,2,361391.326,Via dei Giardini Milano,Via Roma Sanremo
esx,5.042027473449707,3,410735.832,Via dei Giardini Milano,Via Roma Sanremo
esx,5.410197973251343,4,430926.802,Via dei Giardini Milano,Via Roma Sanremo
esx,6.353837490081787,5,470166.397,Via dei Giardini Milano,Via Roma Sanremo
esx,6.951581239700317,6,500778.037,Via dei Giardini Milano,Via Roma Sanremo
onepass_plus,11.132333040237427,1,299035.295,Via dei Giardini Milano,Via Roma Sanremo
onepass_plus,14.793925762176514,2,300020.166,Via dei Giardini Milano,Via Roma Sanremo
onepass_plus,51.89797854423523,3,312072.703,Via dei Giardini Milano,Via Roma Sanremo
penalty,1.3585669994354248,0,80008.766,Piazza del Carmine Pavia,Via Cavour Novara
onepass_plus,1.4125189781188965,0,80008.766,Piazza del Carmine Pavia,Via Cavour Novara
esx,1.4523015022277832,0,80008.766,Piazza del Carmine Pavia,Via Cavour Novara
penalty,1.492049217224121,1,86991.715,Piazza del Carmine Pavia,Via Cavour Novara
onepass_plus,1.5328624248504639,1,86007.088,Piazza del Carmine Pavia,Via Cavour Novara
penalty,1.6179306507110596,2,94816.741,Piazza del Carmine Pavia,Via Cavour Novara
esx,1.6737773418426514,1,106990.556,Piazza del Carmine Pavia,Via Cavour Novara
onepass_plus,1.7087411880493164,2,86958.3,Piazza del Carmine Pavia,Via Cavour Novara
penalty,1.7416508197784424,3,97818.558,Piazza del Carmine Pavia,Via Cavour Novara
esx,1.7859246730804443,2,117134.861,Piazza del Carmine Pavia,Via Cavour Novara
penalty,1.8203296661376953,4,105752.867,Piazza del Carmine Pavia,Via Cavour Novara
penalty,1.8652496337890625,5,91048.874,Piazza del Carmine Pavia,Via Cavour Novara
penalty,1.956883430480957,6,109078.458,Piazza del Carmine Pavia,Via Cavour Novara
onepass_plus,2.1160409450531006,3,91960.823,Piazza del Carmine Pavia,Via Cavour Novara
esx,2.2191624641418457,3,153549.335,Piazza del Carmine Pavia,Via Cavour Novara
onepass_plus,2.749570608139038,4,97790.354,Piazza del Carmine Pavia,Via Cavour Novara
onepass_plus,4.231635808944702,5,101832.018,Piazza del Carmine Pavia,Via Cavour Novara
onepass_plus,9.265687704086304,6,107107.989,Piazza del Carmine Pavia,Via Cavour Novara
onepass_plus,3.3271615505218506,0,149174.92,Via Stampatori Torino,Via Garibaldi Savona
esx,3.3859970569610596,0,149174.92,Via Stampatori Torino,Via Garibaldi Savona
penalty,3.438884735107422,0,149174.92,Via Stampatori Torino,Via Garibaldi Savona
penalty,3.4865527153015137,1,151097.687,Via Stampatori Torino,Via Garibaldi Savona
penalty,3.5289621353149414,2,157453.339,Via Stampatori Torino,Via Garibaldi Savona
penalty,3.5943996906280518,3,172408.132,Via Stampatori Torino,Via Garibaldi Savona
onepass_plus,3.653005361557007,1,151097.687,Via Stampatori Torino,Via Garibaldi Savona
esx,3.698441743850708,1,151369.667,Via Stampatori Torino,Via Garibaldi Savona
penalty,3.8093392848968506,4,174506.963,Via Stampatori Torino,Via Garibaldi Savona
penalty,3.8533170223236084,5,199866.329,Via Stampatori Torino,Via Garibaldi Savona
penalty,3.907094955444336,6,173955.349,Via Stampatori Torino,Via Garibaldi Savona
esx,4.137335538864136,2,172194.638,Via Stampatori Torino,Via Garibaldi Savona
onepass_plus,5.804029703140259,2,171835.982,Via Stampatori Torino,Via Garibaldi Savona
esx,5.926347017288208,3,210030.6,Via Stampatori Torino,Via Garibaldi Savona
esx,6.358301639556885,4,248728.694,Via Stampatori Torino,Via Garibaldi Savona
onepass_plus,6.903266429901123,3,197874.778,Via Stampatori Torino,Via Garibaldi Savona
esx,8.256219387054443,5,277641.128,Via Stampatori Torino,Via Garibaldi Savona
esx,9.498741149902344,6,400415.246,Via Stampatori Torino,Via Garibaldi Savona
penalty,2.5849416255950928,0,187763.942,Via Guido Rey Aosta,Via Roma Pavia
onepass_plus,2.6787302494049072,0,187763.942,Via Guido Rey Aosta,Via Roma Pavia
esx,2.718597650527954,0,187763.942,Via Guido Rey Aosta,Via Roma Pavia
penalty,2.7501471042633057,1,215551.529,Via Guido Rey Aosta,Via Roma Pavia
penalty,2.7952253818511963,2,216410.985,Via Guido Rey Aosta,Via Roma Pavia
penalty,2.85906720161438,3,241074.301,Via Guido Rey Aosta,Via Roma Pavia
penalty,2.9087610244750977,4,256127.97,Via Guido Rey Aosta,Via Roma Pavia
esx,2.9997856616973877,1,215430.512,Via Guido Rey Aosta,Via Roma Pavia
penalty,3.051356554031372,5,219675.98,Via Guido Rey Aosta,Via Roma Pavia
penalty,3.180352210998535,6,255479.658,Via Guido Rey Aosta,Via Roma Pavia
esx,3.380983591079712,2,258155.468,Via Guido Rey Aosta,Via Roma Pavia
esx,3.727360486984253,3,284512.821,Via Guido Rey Aosta,Via Roma Pavia
esx,4.132567405700684,4,291235.164,Via Guido Rey Aosta,Via Roma Pavia
esx,4.398964881896973,5,330697.296,Via Guido Rey Aosta,Via Roma Pavia
esx,5.244387865066528,6,439464.786,Via Guido Rey Aosta,Via Roma Pavia
onepass_plus,6.5892345905303955,1,206698.741,Via Guido Rey Aosta,Via Roma Pavia
onepass_plus,8.082128763198853,2,208067.243,Via Guido Rey Aosta,Via Roma Pavia
onepass_plus,13.041453123092651,3,214765.178,Via Guido Rey Aosta,Via Roma Pavia
esx,5.090226411819458,0,155588.918,Via Santo Spirito Milano,Via Po Torino
onepass_plus,5.157732009887695,0,155588.918,Via Santo Spirito Milano,Via Po Torino
penalty,5.207164287567139,0,155588.918,Via Santo Spirito Milano,Via Po Torino
penalty,5.263712644577026,1,157734.333,Via Santo Spirito Milano,Via Po Torino
penalty,5.3186869621276855,2,161338.568,Via Santo Spirito Milano,Via Po Torino
penalty,5.733710765838623,3,185948.828,Via Santo Spirito Milano,Via Po Torino
penalty,5.7859697341918945,4,176627.258,Via Santo Spirito Milano,Via Po Torino
onepass_plus,5.827726602554321,1,157561.264,Via Santo Spirito Milano,Via Po Torino
esx,5.873227596282959,1,158515.499,Via Santo Spirito Milano,Via Po Torino
penalty,5.933937072753906,5,181778.218,Via Santo Spirito Milano,Via Po Torino
penalty,6.02360200881958,6,199180.955,Via Santo Spirito Milano,Via Po Torino
esx,6.536471366882324,2,181712.96,Via Santo Spirito Milano,Via Po Torino
esx,7.380936145782471,3,204647.115,Via Santo Spirito Milano,Via Po Torino
esx,8.186749935150146,4,225495.724,Via Santo Spirito Milano,Via Po Torino
esx,8.64979863166809,5,228228.35,Via Santo Spirito Milano,Via Po Torino
onepass_plus,8.711759805679321,2,161064.838,Via Santo Spirito Milano,Via Po Torino
esx,9.297205209732056,6,268222.495,Via Santo Spirito Milano,Via Po Torino
onepass_plus,77.03303837776184,3,167273.084,Via Santo Spirito Milano,Via Po Torino
onepass_plus,91.1486427783966,4,167627.213,Via Santo Spirito Milano,Via Po Torino
onepass_plus,138.56251192092896,5,168148.523,Via Santo Spirito Milano,Via Po Torino
penalty,3.261387586593628,0,299883.274,Corso Sempione Busto Arsizio,Via Cavour Sanremo
esx,3.3593533039093018,0,299883.274,Corso Sempione Busto Arsizio,Via Cavour Sanremo
onepass_plus,3.440246343612671,0,299883.274,Corso Sempione Busto Arsizio,Via Cavour Sanremo
penalty,3.5409417152404785,1,323461.013,Corso Sempione Busto Arsizio,Via Cavour Sanremo
penalty,3.6804912090301514,2,350216.245,Corso Sempione Busto Arsizio,Via Cavour Sanremo
penalty,3.752804756164551,3,328394.362,Corso Sempione Busto Arsizio,Via Cavour Sanremo
penalty,3.846660852432251,4,338579.048,Corso Sempione Busto Arsizio,Via Cavour Sanremo
esx,3.945812463760376,1,329959.856,Corso Sempione Busto Arsizio,Via Cavour Sanremo
penalty,3.9942426681518555,5,362346.196,Corso Sempione Busto Arsizio,Via Cavour Sanremo
penalty,4.04781699180603,6,311915.68,Corso Sempione Busto Arsizio,Via Cavour Sanremo
esx,4.307311296463013,2,364673.788,Corso Sempione Busto Arsizio,Via Cavour Sanremo
esx,4.693545818328857,3,401031.643,Corso Sempione Busto Arsizio,Via Cavour Sanremo
esx,5.158093452453613,4,441769.739,Corso Sempione Busto Arsizio,Via Cavour Sanremo
esx,5.769706964492798,5,468292.179,Corso Sempione Busto Arsizio,Via Cavour Sanremo
esx,6.738368034362793,6,497918.485,Corso Sempione Busto Arsizio,Via Cavour Sanremo
onepass_plus,7.4893083572387695,1,305283.48,Corso Sempione Busto Arsizio,Via Cavour Sanremo
penalty,1.4890117645263672,0,180926.198,Strada Nuova Cremona,Piazza Garibaldi Asti
esx,1.6016654968261719,0,180926.198,Strada Nuova Cremona,Piazza Garibaldi Asti
onepass_plus,1.6698684692382812,0,180926.198,Strada Nuova Cremona,Piazza Garibaldi Asti
penalty,1.747894287109375,1,185516.373,Strada Nuova Cremona,Piazza Garibaldi Asti
esx,1.823005199432373,1,185516.373,Strada Nuova Cremona,Piazza Garibaldi Asti
penalty,1.9142367839813232,2,190901.658,Strada Nuova Cremona,Piazza Garibaldi Asti
esx,1.9965260028839111,2,194266.105,Strada Nuova Cremona,Piazza Garibaldi Asti
penalty,2.0715444087982178,3,199954.733,Strada Nuova Cremona,Piazza Garibaldi Asti
penalty,2.1823480129241943,4,207185.884,Strada Nuova Cremona,Piazza Garibaldi Asti
onepass_plus,2.2696099281311035,1,183299.109,Strada Nuova Cremona,Piazza Garibaldi Asti
penalty,2.3417818546295166,5,228169.535,Strada Nuova Cremona,Piazza Garibaldi Asti
penalty,2.3975024223327637,6,231106.798,Strada Nuova Cremona,Piazza Garibaldi Asti
esx,2.4981918334960938,3,243414.364,Strada Nuova Cremona,Piazza Garibaldi Asti
onepass_plus,2.8112916946411133,2,184735.054,Strada Nuova Cremona,Piazza Garibaldi Asti
esx,3.0295090675354004,4,334690.487,Strada Nuova Cremona,Piazza Garibaldi Asti
onepass_plus,5.589731216430664,3,188826.325,Strada Nuova Cremona,Piazza Garibaldi Asti
onepass_plus,70.51556515693665,4,204946.974,Strada Nuova Cremona,Piazza Garibaldi Asti
onepass_plus,248.1493480205536,5,231927.735,Strada Nuova Cremona,Piazza Garibaldi Asti
onepass_plus,297.07186007499695,6,241001.251,Strada Nuova Cremona,Piazza Garibaldi Asti
onepass_plus,3.2699379920959473,0,113674.596,Piazzale Loreto Milano,Via Mazzini Biella
esx,3.3327977657318115,0,113674.596,Piazzale Loreto Milano,Via Mazzini Biella
penalty,3.4006850719451904,0,113674.596,Piazzale Loreto Milano,Via Mazzini Biella
onepass_plus,3.526754856109619,1,115260.781,Piazzale Loreto Milano,Via Mazzini Biella
penalty,3.6696650981903076,1,115265.174,Piazzale Loreto Milano,Via Mazzini Biella
esx,3.8558433055877686,1,115848.321,Piazzale Loreto Milano,Via Mazzini Biella
penalty,4.044673204421997,2,120251.078,Piazzale Loreto Milano,Via Mazzini Biella
penalty,4.123301982879639,3,122279.249,Piazzale Loreto Milano,Via Mazzini Biella
penalty,4.249268531799316,4,133461.2,Piazzale Loreto Milano,Via Mazzini Biella
penalty,4.3183417320251465,5,134460.024,Piazzale Loreto Milano,Via Mazzini Biella
esx,4.461197853088379,2,140694.312,Piazzale Loreto Milano,Via Mazzini Biella
penalty,4.570228099822998,6,132624.974,Piazzale Loreto Milano,Via Mazzini Biella
esx,4.790048360824585,3,152193.921,Piazzale Loreto Milano,Via Mazzini Biella
esx,5.467967510223389,4,194814.742,Piazzale Loreto Milano,Via Mazzini Biella
onepass_plus,5.5965516567230225,2,121174.232,Piazzale Loreto Milano,Via Mazzini Biella
onepass_plus,5.763894081115723,3,121194.981,Piazzale Loreto Milano,Via Mazzini Biella
esx,6.149455785751343,5,228305.769,Piazzale Loreto Milano,Via Mazzini Biella
onepass_plus,15.564264297485352,4,126729.495,Piazzale Loreto Milano,Via Mazzini Biella
onepass_plus,65.37186884880066,5,129503.666,Piazzale Loreto Milano,Via Mazzini Biella
esx,2.615468740463257,0,268450.142,Via Dante Alighieri Vigevano,Via Matteotti Imperia
onepass_plus,2.6500041484832764,0,268450.142,Via Dante Alighieri Vigevano,Via Matteotti Imperia
penalty,2.703425168991089,0,268450.142,Via Dante Alighieri Vigevano,Via Matteotti Imperia
penalty,2.7468998432159424,1,289682.846,Via Dante Alighieri Vigevano,Via Matteotti Imperia
penalty,2.7855224609375,2,314759.453,Via Dante Alighieri Vigevano,Via Matteotti Imperia
penalty,2.832716941833496,3,297569.912,Via Dante Alighieri Vigevano,Via Matteotti Imperia
esx,2.880499839782715,1,305869.074,Via Dante Alighieri Vigevano,Via Matteotti Imperia
penalty,2.920259952545166,4,354078.921,Via Dante Alighieri Vigevano,Via Matteotti Imperia
penalty,2.981290102005005,5,354153.743,Via Dante Alighieri Vigevano,Via Matteotti Imperia
penalty,3.0286104679107666,6,354161.04,Via Dante Alighieri Vigevano,Via Matteotti Imperia
esx,3.346006393432617,2,344399.959,Via Dante Alighieri Vigevano,Via Matteotti Imperia
esx,3.570772409439087,3,405591.917,Via Dante Alighieri Vigevano,Via Matteotti Imperia
esx,3.8846590518951416,4,433241.973,Via Dante Alighieri Vigevano,Via Matteotti Imperia
esx,4.46755838394165,5,514511.403,Via Dante Alighieri Vigevano,Via Matteotti Imperia
onepass_plus,4.954298973083496,1,276215.454,Via Dante Alighieri Vigevano,Via Matteotti Imperia
onepass_plus,10.698903560638428,2,289116.923,Via Dante Alighieri Vigevano,Via Matteotti Imperia
onepass_plus,11.158018112182617,3,289252.862,Via Dante Alighieri Vigevano,Via Matteotti Imperia
onepass_plus,26.40923285484314,4,302455.177,Via Dante Alighieri Vigevano,Via Matteotti Imperia
onepass_plus,30.027331590652466,5,303321.793,Via Dante Alighieri Vigevano,Via Matteotti Imperia
onepass_plus,1.2891998291015625,0,325719.261,Vicolo dei Pescatori Novara,Borgo Foce Imperia
