alg,source,dest,number,time,length,length_at_number_0
esx,Piazza Carlo Felice Torino,Via XX Settembre Genova,5,6.32187032699585,274552.935,175970.441
esx,Piazza Carlo Felice Torino,Via XX Settembre Genova,6,7.001338005065918,294639.353,175970.441
esx,Piazza Castello Ivrea,Via Garibaldi Albenga,0,1.71905517578125,224617.574,224617.574
esx,Piazza Castello Ivrea,Via Garibaldi Albenga,1,1.8262393474578855,242239.116,224617.574
esx,Piazza Castello Ivrea,Via Garibaldi Albenga,2,2.00306248664856,254502.132,224617.574
esx,Piazza Castello Ivrea,Via Garibaldi Albenga,3,2.299392938613892,272181.399,224617.574
esx,Piazza Castello Ivrea,Via Garibaldi Albenga,4,2.541310310363769,301970.648,224617.574
esx,Piazza Castello Ivrea,Via Garibaldi Albenga,5,2.924720287322998,338009.292,224617.574
esx,Piazza Castello Ivrea,Via Garibaldi Albenga,6,3.223146438598633,373267.045,224617.574
esx,Piazza Castello Pavia,Via Cavour Novara,0,1.2642130851745603,94869.168,94869.168
esx,Piazza Castello Pavia,Via Cavour Novara,1,1.467635154724121,132552.672,94869.168
esx,Piazza Castello Pavia,Via Cavour Novara,2,1.7649896144866943,159537.188,94869.168
esx,Piazza Castello Pavia,Via Cavour Novara,3,2.140373706817627,230057.804,94869.168
esx,Piazza Castello Pavia,Via Cavour Novara,4,300.0,,94869.168
esx,Piazza Castello Pavia,Via Cavour Novara,5,300.0,,94869.168
esx,Piazza Castello Pavia,Via Cavour Novara,6,300.0,,94869.168
esx,Piazza Cavour Alessandria,Via Dante Alessandria,0,1.1129534244537354,59293.227,59293.227
esx,Piazza Cavour Alessandria,Via Dante Alessandria,1,1.2646963596343994,81365.181,59293.227
esx,Piazza Cavour Alessandria,Via Dante Alessandria,2,1.440507173538208,84947.649,59293.227
esx,Piazza Cavour Alessandria,Via Dante Alessandria,3,300.0,,59293.227
esx,Piazza Cavour Alessandria,Via Dante Alessandria,4,300.0,,59293.227
esx,Piazza Cavour Alessandria,Via Dante Alessandria,5,300.0,,59293.227
esx,Piazza Cavour Alessandria,Via Dante Alessandria,6,300.0,,59293.227
esx,Piazza Cinque Giornate Milano,Via Roma Biella,0,2.6591291427612305,136204.702,136204.702
esx,Piazza Cinque Giornate Milano,Via Roma Biella,1,3.4940378665924072,160580.096,136204.702
esx,Piazza Cinque Giornate Milano,Via Roma Biella,2,300.0,,136204.702
esx,Piazza Cinque Giornate Milano,Via Roma Biella,3,300.0,,136204.702
esx,Piazza Cinque Giornate Milano,Via Roma Biella,4,300.0,,136204.702
esx,Piazza Cinque Giornate Milano,Via Roma Biella,5,300.0,,136204.702
esx,Piazza Cinque Giornate Milano,Via Roma Biella,6,300.0,,136204.702
esx,Piazza Colombo Genova,Via Cairoli Monza,0,3.887525796890259,198076.61,198076.61
esx,Piazza Colombo Genova,Via Cairoli Monza,1,4.476125478744507,226518.419,198076.61
esx,Piazza Colombo Genova,Via Cairoli Monza,2,5.166711807250977,263672.356,198076.61
esx,Piazza Colombo Genova,Via Cairoli Monza,3,5.690722227096558,334734.013,198076.61
esx,Piazza Colombo Genova,Via Cairoli Monza,4,6.414853572845459,421633.913,198076.61
esx,Piazza Colombo Genova,Via Cairoli Monza,5,300.0,,198076.61
esx,Piazza Colombo Genova,Via Cairoli Monza,6,300.0,,198076.61
esx,Piazza Colombo Imperia,Via Bonfante Imperia,0,0.9736166000366212,25751.694,25751.694
esx,Piazza Colombo Imperia,Via Bonfante Imperia,1,1.187567949295044,73954.567,25751.694
esx,Piazza Colombo Imperia,Via Bonfante Imperia,2,1.3859670162200928,76570.436,25751.694
esx,Piazza Colombo Imperia,Via Bonfante Imperia,3,1.4779727458953855,87263.615,25751.694
esx,Piazza Colombo Imperia,Via Bonfante Imperia,4,300.0,,25751.694
esx,Piazza Colombo Imperia,Via Bonfante Imperia,5,300.0,,25751.694
esx,Piazza Colombo Imperia,Via Bonfante Imperia,6,300.0,,25751.694
esx,Piazza De Ferrari Genova,Via XX Settembre Genova,0,1.1109859943389893,50.793,50.793
esx,Piazza De Ferrari Genova,Via XX Settembre Genova,1,1.3122920989990234,909.965,50.793
esx,Piazza De Ferrari Genova,Via XX Settembre Genova,2,1.4307057857513428,3151.114,50.793
esx,Piazza De Ferrari Genova,Via XX Settembre Genova,3,1.473945379257202,4009.276,50.793
esx,Piazza De Ferrari Genova,Via XX Settembre Genova,4,1.5228822231292725,5581.654,50.793
esx,Piazza De Ferrari Genova,Via XX Settembre Genova,5,1.5859885215759275,9454.702,50.793
esx,Piazza De Ferrari Genova,Via XX Settembre Genova,6,1.6337223052978516,37113.472,50.793
esx,Piazza Ducale Vigevano,Via Roma Imperia,0,2.2221453189849854,255145.978,255145.978
esx,Piazza Ducale Vigevano,Via Roma Imperia,1,2.4548611640930176,282774.177,255145.978
esx,Piazza Ducale Vigevano,Via Roma Imperia,2,2.779710054397583,320228.195,255145.978
esx,Piazza Ducale Vigevano,Via Roma Imperia,3,3.0108745098114014,340140.143,255145.978
esx,Piazza Ducale Vigevano,Via Roma Imperia,4,3.2933051586151123,392133.727,255145.978
esx,Piazza Ducale Vigevano,Via Roma Imperia,5,3.499841690063477,412644.549,255145.978
esx,Piazza Ducale Vigevano,Via Roma Imperia,6,3.9653091430664062,477764.477,255145.978
esx,Piazza Duomo Como,Corso Italia Genova,0,3.19313645362854,228468.511,228468.511
esx,Piazza Duomo Como,Corso Italia Genova,1,3.668523788452149,281772.7,228468.511
esx,Piazza Duomo Como,Corso Italia Genova,2,4.133250236511231,306946.851,228468.511
esx,Piazza Duomo Como,Corso Italia Genova,3,300.0,,228468.511
esx,Piazza Duomo Como,Corso Italia Genova,4,300.0,,228468.511
esx,Piazza Duomo Como,Corso Italia Genova,5,300.0,,228468.511
esx,Piazza Duomo Como,Corso Italia Genova,6,300.0,,228468.511
esx,Piazza Duomo Como,Via Vittorio Emanuele Como,0,2.346658229827881,18480.185,18480.185
esx,Piazza Duomo Como,Via Vittorio Emanuele Como,1,2.575271844863892,20036.261,18480.185
esx,Piazza Duomo Como,Via Vittorio Emanuele Como,2,2.7763314247131348,21780.183,18480.185
esx,Piazza Duomo Como,Via Vittorio Emanuele Como,3,3.139612197875977,24691.632,18480.185
esx,Piazza Duomo Como,Via Vittorio Emanuele Como,4,3.395838975906372,26182.245,18480.185
esx,Piazza Duomo Como,Via Vittorio Emanuele Como,5,3.624581098556519,26825.187,18480.185
esx,Piazza Duomo Como,Via Vittorio Emanuele Como,6,3.886121034622192,32511.491,18480.185
esx,Piazza Emanuele Filiberto Torino,Via San Vincenzo Genova,0,3.7142739295959473,176567.708,176567.708
esx,Piazza Emanuele Filiberto Torino,Via San Vincenzo Genova,1,4.205601215362549,178323.799,176567.708
esx,Piazza Emanuele Filiberto Torino,Via San Vincenzo Genova,2,4.934034109115601,200601.172,176567.708
esx,Piazza Emanuele Filiberto Torino,Via San Vincenzo Genova,3,5.471671104431152,213552.399,176567.708
esx,Piazza Emanuele Filiberto Torino,Via San Vincenzo Genova,4,6.123315334320068,256848.95,176567.708
esx,Piazza Emanuele Filiberto Torino,Via San Vincenzo Genova,5,7.593930244445801,292864.406,176567.708
esx,Piazza Emanuele Filiberto Torino,Via San Vincenzo Genova,6,8.568241596221924,330342.823,176567.708
esx,Piazza Fontane Marose Genova,Via Pietro Paleocapa Savona,0,1.5835137367248535,46799.648,46799.648
esx,Piazza Fontane Marose Genova,Via Pietro Paleocapa Savona,1,1.7199711799621582,99108.549,46799.648
esx,Piazza Fontane Marose Genova,Via Pietro Paleocapa Savona,2,300.0,,46799.648
esx,Piazza Fontane Marose Genova,Via Pietro Paleocapa Savona,3,300.0,,46799.648
esx,Piazza Fontane Marose Genova,Via Pietro Paleocapa Savona,4,300.0,,46799.648
esx,Piazza Fontane Marose Genova,Via Pietro Paleocapa Savona,5,300.0,,46799.648
esx,Piazza Fontane Marose Genova,Via Pietro Paleocapa Savona,6,300.0,,46799.648
esx,Piazza Freguglia Ivrea,Via Garibaldi Albenga,0,1.5513787269592283,224119.508,224119.508
esx,Piazza Freguglia Ivrea,Via Garibaldi Albenga,1,1.668689489364624,238152.915,224119.508
esx,Piazza Freguglia Ivrea,Via Garibaldi Albenga,2,1.934020519256592,268981.83,224119.508
esx,Piazza Freguglia Ivrea,Via Garibaldi Albenga,3,2.143151998519897,301397.824,224119.508
esx,Piazza Freguglia Ivrea,Via Garibaldi Albenga,4,2.6066458225250244,342838.905,224119.508
esx,Piazza Freguglia Ivrea,Via Garibaldi Albenga,5,3.0799405574798584,408864.678,224119.508
esx,Piazza Freguglia Ivrea,Via Garibaldi Albenga,6,3.4615402221679688,611268.679,224119.508
esx,Piazza Garibaldi Como,Lungomare Vittorio Veneto Rapallo,0,2.304753303527832,251955.668,251955.668
esx,Piazza Garibaldi Como,Lungomare Vittorio Veneto Rapallo,1,2.588416814804077,271166.266,251955.668
esx,Piazza Garibaldi Como,Lungomare Vittorio Veneto Rapallo,2,3.0091471672058105,333615.936,251955.668
esx,Piazza Garibaldi Como,Lungomare Vittorio Veneto Rapallo,3,300.0,,251955.668
esx,Piazza Garibaldi Como,Lungomare Vittorio Veneto Rapallo,4,300.0,,251955.668
esx,Piazza Garibaldi Como,Lungomare Vittorio Veneto Rapallo,5,300.0,,251955.668
esx,Piazza Garibaldi Como,Lungomare Vittorio Veneto Rapallo,6,300.0,,251955.668
esx,Piazza Garibaldi Lecco,Via Umberto I Vercelli,0,2.166574239730835,140474.081,140474.081
esx,Piazza Garibaldi Lecco,Via Umberto I Vercelli,1,2.840273380279541,158368.197,140474.081
esx,Piazza Garibaldi Lecco,Via Umberto I Vercelli,2,3.631460428237915,163230.197,140474.081
esx,Piazza Garibaldi Lecco,Via Umberto I Vercelli,3,4.216773271560669,183074.906,140474.081
esx,Piazza Garibaldi Lecco,Via Umberto I Vercelli,4,4.75977897644043,205664.568,140474.081
esx,Piazza Garibaldi Lecco,Via Umberto I Vercelli,5,5.57490873336792,237523.515,140474.081
esx,Piazza Garibaldi Lecco,Via Umberto I Vercelli,6,6.286166191101074,281372.757,140474.081
esx,Piazza Manzoni Lecco,Via Roma Lecco,0,1.0456278324127195,10631.865,10631.865
esx,Piazza Manzoni Lecco,Via Roma Lecco,1,1.303232192993164,16281.056,10631.865
esx,Piazza Manzoni Lecco,Via Roma Lecco,2,1.5426905155181885,29757.024,10631.865
esx,Piazza Manzoni Lecco,Via Roma Lecco,3,1.749992609024048,50317.11,10631.865
esx,Piazza Manzoni Lecco,Via Roma Lecco,4,1.931917667388916,88726.948,10631.865
esx,Piazza Manzoni Lecco,Via Roma Lecco,5,300.0,,10631.865
esx,Piazza Manzoni Lecco,Via Roma Lecco,6,300.0,,10631.865
esx,Piazza Nazionale Ivrea,Via Garibaldi Albenga,0,1.9368999004364011,225330.02,225330.02
esx,Piazza Nazionale Ivrea,Via Garibaldi Albenga,1,2.3083837032318115,241688.787,225330.02
esx,Piazza Nazionale Ivrea,Via Garibaldi Albenga,2,2.5693588256835938,253931.715,225330.02
esx,Piazza Nazionale Ivrea,Via Garibaldi Albenga,3,2.878589153289795,281684.902,225330.02
esx,Piazza Nazionale Ivrea,Via Garibaldi Albenga,4,3.1566061973571777,302616.011,225330.02
esx,Piazza Nazionale Ivrea,Via Garibaldi Albenga,5,3.476440668106079,351769.649,225330.02
esx,Piazza Nazionale Ivrea,Via Garibaldi Albenga,6,3.76412296295166,394800.975,225330.02
esx,Piazza Ottinetti Ivrea,Via Garibaldi Albenga,0,1.5834167003631592,224335.001,224335.001
esx,Piazza Ottinetti Ivrea,Via Garibaldi Albenga,1,2.1064839363098145,237937.422,224335.001
esx,Piazza Ottinetti Ivrea,Via Garibaldi Albenga,2,2.497060060501098,268766.337,224335.001
esx,Piazza Ottinetti Ivrea,Via Garibaldi Albenga,3,2.770634412765503,301182.331,224335.001
esx,Piazza Ottinetti Ivrea,Via Garibaldi Albenga,4,3.2375729084014893,342623.412,224335.001
esx,Piazza Ottinetti Ivrea,Via Garibaldi Albenga,5,3.722479104995728,408476.59,224335.001
esx,Piazza Ottinetti Ivrea,Via Garibaldi Albenga,6,4.072025537490845,610880.591,224335.001
esx,Piazza Rovetta Brescia,Rue Xavier de Maistre Aosta,0,3.3401684761047363,293695.095,293695.095
esx,Piazza Rovetta Brescia,Rue Xavier de Maistre Aosta,1,4.149051666259766,333349.323,293695.095
esx,Piazza Rovetta Brescia,Rue Xavier de Maistre Aosta,2,5.368508338928223,395526.215,293695.095
esx,Piazza Rovetta Brescia,Rue Xavier de Maistre Aosta,3,6.124758005142212,413319.028,293695.095
esx,Piazza Rovetta Brescia,Rue Xavier de Maistre Aosta,4,7.797664642333984,503082.609,293695.095
esx,Piazza Rovetta Brescia,Rue Xavier de Maistre Aosta,5,300.0,,293695.095
esx,Piazza Rovetta Brescia,Rue Xavier de Maistre Aosta,6,300.0,,293695.095
esx,Piazza San Babila Milano,Via XXV Aprile Loano,0,3.32895565032959,225186.254,225186.254
esx,Piazza San Babila Milano,Via XXV Aprile Loano,1,3.873763084411621,241740.101,225186.254
esx,Piazza San Babila Milano,Via XXV Aprile Loano,2,4.336214303970337,249076.026,225186.254
esx,Piazza San Babila Milano,Via XXV Aprile Loano,3,4.812397718429565,263141.086,225186.254
esx,Piazza San Babila Milano,Via XXV Aprile Loano,4,5.128348350524902,279824.767,225186.254
esx,Piazza San Babila Milano,Via XXV Aprile Loano,5,5.543929815292358,295123.449,225186.254
esx,Piazza San Babila Milano,Via XXV Aprile Loano,6,6.262530088424683,315039.985,225186.254
esx,Piazza San Giovanni Como,Lungomare di Pagana Rapallo,0,1.4535801410675049,299676.87,299676.87
esx,Piazza San Giovanni Como,Lungomare di Pagana Rapallo,1,1.8512916564941408,374850.111,299676.87
esx,Piazza San Giovanni Como,Lungomare di Pagana Rapallo,2,300.0,,299676.87
esx,Piazza San Giovanni Como,Lungomare di Pagana Rapallo,3,300.0,,299676.87
esx,Piazza San Giovanni Como,Lungomare di Pagana Rapallo,4,300.0,,299676.87
esx,Piazza San Giovanni Como,Lungomare di Pagana Rapallo,5,300.0,,299676.87
esx,Piazza San Giovanni Como,Lungomare di Pagana Rapallo,6,300.0,,299676.87
esx,Piazza San Lorenzo Genova,Via Pietro Micca Torino,0,4.229185581207275,170442.92,170442.92
esx,Piazza San Lorenzo Genova,Via Pietro Micca Torino,1,4.484349012374878,174612.528,170442.92
esx,Piazza San Lorenzo Genova,Via Pietro Micca Torino,2,4.802001476287842,198778.774,170442.92
esx,Piazza San Lorenzo Genova,Via Pietro Micca Torino,3,5.117083311080933,199933.033,170442.92
esx,Piazza San Lorenzo Genova,Via Pietro Micca Torino,4,5.714411020278931,251000.766,170442.92
esx,Piazza San Lorenzo Genova,Via Pietro Micca Torino,5,6.069493293762207,277267.407,170442.92
esx,Piazza San Lorenzo Genova,Via Pietro Micca Torino,6,6.676902294158936,349175.338,170442.92
esx,Piazza San Secondo Asti,Via Brofferio Asti,0,0.7390646934509277,29634.704,29634.704
esx,Piazza San Secondo Asti,Via Brofferio Asti,1,0.987647294998169,31430.676,29634.704
esx,Piazza San Secondo Asti,Via Brofferio Asti,2,1.193129539489746,38800.971,29634.704
esx,Piazza San Secondo Asti,Via Brofferio Asti,3,1.5728232860565186,44581.261,29634.704
esx,Piazza San Secondo Asti,Via Brofferio Asti,4,1.699516773223877,50217.971,29634.704
esx,Piazza San Secondo Asti,Via Brofferio Asti,5,1.8513600826263428,66951.243,29634.704
esx,Piazza San Secondo Asti,Via Brofferio Asti,6,300.0,,29634.704
esx,Piazza San Secondo Asti,Via XX Settembre Genova,0,1.690335750579834,123872.702,123872.702
esx,Piazza San Secondo Asti,Via XX Settembre Genova,1,1.962383270263672,131962.671,123872.702
esx,Piazza San Secondo Asti,Via XX Settembre Genova,2,2.1864755153656006,135189.734,123872.702
esx,Piazza San Secondo Asti,Via XX Settembre Genova,3,2.746522903442383,211869.283,123872.702
esx,Piazza San Secondo Asti,Via XX Settembre Genova,4,3.1875109672546387,260536.075,123872.702
esx,Piazza San Secondo Asti,Via XX Settembre Genova,5,3.478302001953125,280223.29,123872.702
esx,Piazza San Secondo Asti,Via XX Settembre Genova,6,300.0,,123872.702
esx,Piazza San Vittore Rho,Via Dante Legnano,0,2.392498254776001,13397.506,13397.506
esx,Piazza San Vittore Rho,Via Dante Legnano,1,2.519524574279785,16373.471,13397.506
esx,Piazza San Vittore Rho,Via Dante Legnano,2,2.648743152618408,17936.81,13397.506
esx,Piazza San Vittore Rho,Via Dante Legnano,3,2.8204495906829834,19192.273,13397.506
esx,Piazza San Vittore Rho,Via Dante Legnano,4,2.965459108352661,22015.287,13397.506
esx,Piazza San Vittore Rho,Via Dante Legnano,5,3.1277284622192383,24298.31,13397.506
esx,Piazza San Vittore Rho,Via Dante Legnano,6,3.357705354690552,25268.999,13397.506
esx,Piazza Savona Cuneo,Via Roma Mondovì,0,1.748676061630249,53208.074,53208.074
esx,Piazza Savona Cuneo,Via Roma Mondovì,1,2.013472557067871,58123.97,53208.074
esx,Piazza Savona Cuneo,Via Roma Mondovì,2,2.097557783126831,64292.591,53208.074
esx,Piazza Savona Cuneo,Via Roma Mondovì,3,2.2494242191314697,71322.802,53208.074
esx,Piazza Savona Cuneo,Via Roma Mondovì,4,2.555168390274048,75322.462,53208.074
esx,Piazza Savona Cuneo,Via Roma Mondovì,5,2.616175651550293,76668.179,53208.074
esx,Piazza Savona Cuneo,Via Roma Mondovì,6,2.7532691955566406,80397.823,53208.074
esx,Piazza Solferino Torino,Via Fieschi Genova,0,4.340636253356934,176004.545,176004.545
esx,Piazza Solferino Torino,Via Fieschi Genova,1,4.7714948654174805,185215.006,176004.545
esx,Piazza Solferino Torino,Via Fieschi Genova,2,5.393395185470581,196107.085,176004.545
esx,Piazza Solferino Torino,Via Fieschi Genova,3,5.860453367233276,242716.546,176004.545
esx,Piazza Solferino Torino,Via Fieschi Genova,4,6.5420081615448,254868.269,176004.545
esx,Piazza Solferino Torino,Via Fieschi Genova,5,7.323458194732666,280143.528,176004.545
esx,Piazza Solferino Torino,Via Fieschi Genova,6,8.106359481811523,299046.472,176004.545
esx,Piazza Statuto Torino,Via Chiodo La Spezia,0,3.877440214157105,277184.911,277184.911
esx,Piazza Statuto Torino,Via Chiodo La Spezia,1,4.404878854751587,310412.315,277184.911
esx,Piazza Statuto Torino,Via Chiodo La Spezia,2,5.314732313156128,367407.675,277184.911
esx,Piazza Statuto Torino,Via Chiodo La Spezia,3,5.749888896942139,400686.583,277184.911
esx,Piazza Statuto Torino,Via Chiodo La Spezia,4,6.695805072784424,428287.309,277184.911
esx,Piazza Statuto Torino,Via Chiodo La Spezia,5,7.151873350143433,448193.275,277184.911
esx,Piazza Statuto Torino,Via Chiodo La Spezia,6,7.936068296432495,582688.342,277184.911
esx,Piazza Tito Speri Brescia,Rue de la Tour du Lépreux Aosta,0,3.477245569229126,297301.831,297301.831
esx,Piazza Tito Speri Brescia,Rue de la Tour du Lépreux Aosta,1,4.307621479034424,333861.06,297301.831
esx,Piazza Tito Speri Brescia,Rue de la Tour du Lépreux Aosta,2,5.646230220794678,399826.245,297301.831
esx,Piazza Tito Speri Brescia,Rue de la Tour du Lépreux Aosta,3,6.139569282531738,405330.928,297301.831
esx,Piazza Tito Speri Brescia,Rue de la Tour du Lépreux Aosta,4,7.548671245574951,496235.16,297301.831
esx,Piazza Tito Speri Brescia,Rue de la Tour du Lépreux Aosta,5,300.0,,297301.831
esx,Piazza Tito Speri Brescia,Rue de la Tour du Lépreux Aosta,6,300.0,,297301.831
esx,Piazza Vittorio Emanuele Ivrea,Via Garibaldi Albenga,0,1.7604830265045166,225330.02,225330.02
esx,Piazza Vittorio Emanuele Ivrea,Via Garibaldi Albenga,1,1.932727336883545,241688.787,225330.02
esx,Piazza Vittorio Emanuele Ivrea,Via Garibaldi Albenga,2,2.142212390899658,253931.715,225330.02
esx,Piazza Vittorio Emanuele Ivrea,Via Garibaldi Albenga,3,2.380143165588379,281684.902,225330.02
esx,Piazza Vittorio Emanuele Ivrea,Via Garibaldi Albenga,4,2.5660858154296875,302616.011,225330.02
esx,Piazza Vittorio Emanuele Ivrea,Via Garibaldi Albenga,5,2.8876702785491943,351769.649,225330.02
esx,Piazza Vittorio Emanuele Ivrea,Via Garibaldi Albenga,6,3.146975517272949,394800.975,225330.02
esx,Piazza Vittorio Veneto Torino,Via Garibaldi Moncalieri,0,3.1856236457824707,8437.382,8437.382
esx,Piazza Vittorio Veneto Torino,Via Garibaldi Moncalieri,1,3.484005212783813,8683.648,8437.382
esx,Piazza Vittorio Veneto Torino,Via Garibaldi Moncalieri,2,3.7424139976501465,8834.461,8437.382
esx,Piazza Vittorio Veneto Torino,Via Garibaldi Moncalieri,3,4.002840995788574,9096.558,8437.382
esx,Piazza Vittorio Veneto Torino,Via Garibaldi Moncalieri,4,4.245748281478882,10178.114,8437.382
esx,Piazza Vittorio Veneto Torino,Via Garibaldi Moncalieri,5,4.410841464996338,10735.488,8437.382
esx,Piazza Vittorio Veneto Torino,Via Garibaldi Moncalieri,6,4.7049479484558105,11378.8,8437.382
esx,Piazza del Carmine Pavia,Via Cavour Novara,0,1.4523015022277832,80008.766,80008.766
esx,Piazza del Carmine Pavia,Via Cavour Novara,1,1.6737773418426514,106990.556,80008.766
esx,Piazza del Carmine Pavia,Via Cavour Novara,2,1.7859246730804443,117134.861,80008.766
esx,Piazza del Carmine Pavia,Via Cavour Novara,3,2.2191624641418457,153549.335,80008.766
esx,Piazza del Carmine Pavia,Via Cavour Novara,4,300.0,,80008.766
esx,Piazza del Carmine Pavia,Via Cavour Novara,5,300.0,,80008.766
esx,Piazza del Carmine Pavia,Via Cavour Novara,6,300.0,,80008.766
esx,Piazza del Duomo Ivrea,Via Garibaldi Albenga,0,1.9355976581573489,224547.716,224547.716
esx,Piazza del Duomo Ivrea,Via Garibaldi Albenga,1,2.127622365951538,238266.728,224547.716
esx,Piazza del Duomo Ivrea,Via Garibaldi Albenga,2,2.7457973957061768,269095.643,224547.716
esx,Piazza del Duomo Ivrea,Via Garibaldi Albenga,3,3.089570999145508,301511.637,224547.716
esx,Piazza del Duomo Ivrea,Via Garibaldi Albenga,4,3.52397894859314,342972.806,224547.716
esx,Piazza del Duomo Ivrea,Via Garibaldi Albenga,5,4.023433208465576,408825.984,224547.716
esx,Piazza del Duomo Ivrea,Via Garibaldi Albenga,6,4.385284423828125,611229.985,224547.716
esx,Piazza del Lavoro Ivrea,Via Garibaldi Albenga,0,1.8234779834747317,219305.096,219305.096
esx,Piazza del Lavoro Ivrea,Via Garibaldi Albenga,1,2.0062406063079834,232189.578,219305.096
esx,Piazza del Lavoro Ivrea,Via Garibaldi Albenga,2,2.216691017150879,249630.893,219305.096
esx,Piazza del Lavoro Ivrea,Via Garibaldi Albenga,3,2.541032552719116,262464.554,219305.096
esx,Piazza del Lavoro Ivrea,Via Garibaldi Albenga,4,2.752894401550293,276009.402,219305.096
esx,Piazza del Lavoro Ivrea,Via Garibaldi Albenga,5,3.029949426651001,297152.949,219305.096
esx,Piazza del Lavoro Ivrea,Via Garibaldi Albenga,6,3.204756021499634,297960.875,219305.096
esx,Piazza del Mercato Ivrea,Via Garibaldi Albenga,0,1.657792329788208,230965.515,230965.515
esx,Piazza del Mercato Ivrea,Via Garibaldi Albenga,1,2.011476993560791,249054.326,230965.515
esx,Piazza del Mercato Ivrea,Via Garibaldi Albenga,2,2.4048545360565186,262297.305,230965.515
esx,Piazza del Mercato Ivrea,Via Garibaldi Albenga,3,2.8142025470733643,298931.929,230965.515
esx,Piazza del Mercato Ivrea,Via Garibaldi Albenga,4,2.9519495964050293,310448.809,230965.515
esx,Piazza del Mercato Ivrea,Via Garibaldi Albenga,5,3.217133045196533,339553.272,230965.515
esx,Piazza del Mercato Ivrea,Via Garibaldi Albenga,6,3.801867723464966,426261.626,230965.515
esx,Piazza del Teatro Ivrea,Via Garibaldi Albenga,0,1.554723024368286,224507.661,224507.661
esx,Piazza del Teatro Ivrea,Via Garibaldi Albenga,1,1.7331674098968506,241820.519,224507.661
esx,Piazza del Teatro Ivrea,Via Garibaldi Albenga,2,2.03178071975708,254063.447,224507.661
esx,Piazza del Teatro Ivrea,Via Garibaldi Albenga,3,2.293463945388794,271742.714,224507.661
esx,Piazza del Teatro Ivrea,Via Garibaldi Albenga,4,2.4624173641204834,301531.963,224507.661
esx,Piazza del Teatro Ivrea,Via Garibaldi Albenga,5,2.8539819717407227,337570.607,224507.661
esx,Piazza del Teatro Ivrea,Via Garibaldi Albenga,6,3.114084959030152,372828.36,224507.661
esx,Piazza della Repubblica Ivrea,Via Garibaldi Albenga,0,1.651184320449829,229142.451,229142.451
esx,Piazza della Repubblica Ivrea,Via Garibaldi Albenga,1,1.8638269901275637,244423.122,229142.451
esx,Piazza della Repubblica Ivrea,Via Garibaldi Albenga,2,2.132656574249268,256594.358,229142.451
esx,Piazza della Repubblica Ivrea,Via Garibaldi Albenga,3,2.415449380874634,276010.146,229142.451
esx,Piazza della Repubblica Ivrea,Via Garibaldi Albenga,4,2.6751022338867188,310918.243,229142.451
esx,Piazza della Repubblica Ivrea,Via Garibaldi Albenga,5,3.13398814201355,353161.127,229142.451
esx,Piazza della Repubblica Ivrea,Via Garibaldi Albenga,6,3.39020037651062,379079.258,229142.451
esx,Piazza della Vittoria Lodi,Via Cavour Novara,0,1.2826180458068848,111490.72,111490.72
esx,Piazza della Vittoria Lodi,Via Cavour Novara,1,1.5533151626586914,132433.123,111490.72
esx,Piazza della Vittoria Lodi,Via Cavour Novara,2,1.8252968788146973,201937.175,111490.72
esx,Piazza della Vittoria Lodi,Via Cavour Novara,3,300.0,,111490.72
esx,Piazza della Vittoria Lodi,Via Cavour Novara,4,300.0,,111490.72
esx,Piazza della Vittoria Lodi,Via Cavour Novara,5,300.0,,111490.72
esx,Piazza della Vittoria Lodi,Via Cavour Novara,6,300.0,,111490.72
esx,Piazza di Città Ivrea,Via Garibaldi Albenga,0,1.4763295650482178,225330.02,225330.02
esx,Piazza di Città Ivrea,Via Garibaldi Albenga,1,1.839054107666016,241688.787,225330.02
esx,Piazza di Città Ivrea,Via Garibaldi Albenga,2,2.1751513481140137,253931.715,225330.02
esx,Piazza di Città Ivrea,Via Garibaldi Albenga,3,2.444833755493164,281684.902,225330.02
esx,Piazza di Città Ivrea,Via Garibaldi Albenga,4,2.655139684677124,302616.011,225330.02
esx,Piazza di Città Ivrea,Via Garibaldi Albenga,5,3.014695167541504,351769.649,225330.02
esx,Piazza di Città Ivrea,Via Garibaldi Albenga,6,3.2745630741119385,394800.975,225330.02
esx,Piazzale Baracca Milano,Rue Chanoux Aosta,0,3.1250996589660645,200739.433,200739.433
esx,Piazzale Baracca Milano,Rue Chanoux Aosta,1,3.507570266723633,221638.15,200739.433
esx,Piazzale Baracca Milano,Rue Chanoux Aosta,2,4.713638544082642,257361.149,200739.433
esx,Piazzale Baracca Milano,Rue Chanoux Aosta,3,6.182962894439697,336262.759,200739.433
esx,Piazzale Baracca Milano,Rue Chanoux Aosta,4,8.281599283218384,449696.091,200739.433
esx,Piazzale Baracca Milano,Rue Chanoux Aosta,5,300.0,,200739.433
esx,Piazzale Baracca Milano,Rue Chanoux Aosta,6,300.0,,200739.433
esx,Piazzale Loreto Milano,Via Mazzini Biella,0,3.3327977657318115,113674.596,113674.596
esx,Piazzale Loreto Milano,Via Mazzini Biella,1,3.855843305587769,115848.321,113674.596
esx,Piazzale Loreto Milano,Via Mazzini Biella,2,4.461197853088379,140694.312,113674.596
esx,Piazzale Loreto Milano,Via Mazzini Biella,3,4.790048360824585,152193.921,113674.596
esx,Piazzale Loreto Milano,Via Mazzini Biella,4,5.467967510223389,194814.742,113674.596
